rank_by_qubo_score,selected_leds,bitstring,qubo_score,qubo_energy,qaoa_qubo_energy,num_selected_leds,power_consumption_ratio,qaoa_count,qaoa_probability,coverage_rate,power_uniformity,snr_uniformity,snr_threshold_db,mean_snr_db,min_snr_db,max_snr_db,mean_received_power,min_received_power,max_received_power
774,4-5-6-16,b_0001110000000001,0.553903294628878,-0.553903294628878,-0.553903294628878,4,0.25,3,0.0003662109375,0.866,0.0,0.0,13.6,27.239504618944753,-300.0,32.64805085556692,6.540450944607324e-06,0.0,2.1944813686791023e-05
775,4-9-10-16,b_0001000011000001,0.5539032946288779,-0.5539032946288779,-0.5539032946288779,4,0.25,5,0.0006103515625,0.866,0.0,0.0,13.6,27.239504618944753,-300.0,32.64805085556692,6.5404509446073246e-06,0.0,2.1944813686791023e-05
776,1-3-5-12-14-16,b_1010100000010101,0.5532623575310752,-0.5532623575310752,-0.5532623575310752,6,0.375,2,0.000244140625,0.9688,0.0,0.0,13.6,29.281612212741727,-300.0,32.65175416437761,9.728727654525433e-06,0.0,2.1980401879413807e-05
777,3-4-5-12-13-14,b_0011100000011100,0.553262357531075,-0.553262357531075,-0.553262357531075,6,0.375,1,0.0001220703125,0.9688,0.0,0.0,13.6,29.281612212741727,-300.0,32.65175416437761,9.728727654525433e-06,0.0,2.1980401879413807e-05
778,1-6-13-15,b_1000010000001010,0.5527880738813222,-0.5527880738813222,-0.5527880738813222,4,0.25,2,0.000244140625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088732e-05
779,1-3-10-13,b_1010000001001000,0.5527880738813221,-0.5527880738813221,-0.5527880738813221,4,0.25,4,0.00048828125,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.5404509446073246e-06,0.0,1.8433277489088732e-05
780,1-4-7-9,b_1001001010000000,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,2,0.000244140625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.5404509446073246e-06,0.0,1.8433277489088732e-05
781,1-4-6-12,b_1001010000010000,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,2,0.000244140625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088732e-05
782,2-4-11-16,b_0101000000100001,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,4,0.00048828125,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088735e-05
783,5-11-13-16,b_0000100000101001,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,4,0.00048828125,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088735e-05
784,4-7-14-16,b_0001001000000101,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,2,0.000244140625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088732e-05
785,1-7-13,b_1000001000001000,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,6,0.000732421875,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
786,1-11-13,b_1000000000101000,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,8,0.0009765625,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
787,4-6-16,b_0001010000000001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,5,0.0006103515625,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
788,4-10-16,b_0001000001000001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,5,0.0006103515625,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
789,6-13-16,b_0000010000001001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,6,0.000732421875,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
790,7-13-16,b_0000001000001001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,9,0.0010986328125,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
791,1-4-10,b_1001000001000000,0.5527661664765623,-0.5527661664765623,-0.5527661664765623,3,0.1875,5,0.0006103515625,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
792,1-4-11,b_1001000000100000,0.5527661664765623,-0.5527661664765623,-0.5527661664765623,3,0.1875,11,0.0013427734375,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
793,2-8-9-12,b_0100000110010000,0.551622285139161,-0.551622285139161,-0.551622285139161,4,0.25,1,0.0001220703125,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
794,5-8-12-14,b_0000100100010100,0.551622285139161,-0.551622285139161,-0.551622285139161,4,0.25,3,0.0003662109375,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381796e-06,0.0,2.1980428292678093e-05
795,5-8-9-15,b_0000100110000010,0.551622285139161,-0.551622285139161,-0.551622285139161,4,0.25,5,0.0006103515625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
796,3-5-9-12,b_0010100010010000,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,3,0.0003662109375,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
797,2-3-12-14,b_0110000000010100,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381796e-06,0.0,2.1980428292678093e-05
798,3-5-14-15,b_0010100000000110,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,1,0.0001220703125,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
799,2-8-14-15,b_0100000100000110,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
800,2-3-9-15,b_0110000010000010,0.5516222851391608,-0.5516222851391608,-0.5516222851391608,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
801,1-3-8-12-13-15,b_1010000100011010,0.5507528678885236,-0.5507528678885236,-0.5507528678885236,6,0.375,2,0.000244140625,0.9864,0.0,0.0,13.6,29.21481587330611,-300.0,32.90165310177189,9.728727654525433e-06,0.0,2.477290039005985e-05
802,1-4-9-12-14-15,b_1001000010010110,0.5507528678885234,-0.5507528678885234,-0.5507528678885234,6,0.375,2,0.000244140625,0.9864,0.0,0.0,13.6,29.21481587330611,-300.0,32.90165310177189,9.728727654525433e-06,0.0,2.477290039005985e-05
803,4-6-12-14-16,b_0001010000010101,0.5507100155758661,-0.5507100155758661,-0.5507100155758661,5,0.3125,2,0.000244140625,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
804,6-8-13-15-16,b_0000010100001011,0.5507100155758661,-0.5507100155758661,-0.5507100155758661,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
805,1-2-4-9-11,b_1101000010100000,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
806,1-3-5-11-13,b_1010100000101000,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
807,1-7-9-13-15,b_1000001010001010,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
808,2-4-8-10-16,b_0101000101000001,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
809,5-7-13-14-16,b_0000101000001101,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
810,1-2-9-12-15,b_1100000010010010,0.5506322370764541,-0.5506322370764541,-0.5506322370764541,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.444374235248873,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
811,1-3-5-12-15,b_1010100000010010,0.5506322370764541,-0.5506322370764541,-0.5506322370764541,5,0.3125,2,0.000244140625,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
812,3-8-9-13-15,b_0010000110001010,0.5506322370764541,-0.5506322370764541,-0.5506322370764541,5,0.3125,6,0.000732421875,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453614e-06,0.0,2.1980401879413807e-05
813,2-5-12-14-16,b_0100100000010101,0.5506322370764541,-0.5506322370764541,-0.5506322370764541,5,0.3125,5,0.0006103515625,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
814,2-4-8-9-14,b_0101000110000100,0.550632237076454,-0.550632237076454,-0.550632237076454,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
815,3-4-9-12-14,b_0011000010010100,0.550632237076454,-0.550632237076454,-0.550632237076454,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
816,3-5-8-13-14,b_0010100100001100,0.550632237076454,-0.550632237076454,-0.550632237076454,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
817,1-3-8-9-11,b_1010000110100000,0.5505835509904737,-0.5505835509904737,-0.5505835509904737,5,0.3125,1,0.0001220703125,0.9076,0.0,0.0,13.6,28.57550769979067,-300.0,32.55495698309335,8.340590831726405e-06,0.0,2.1094422832673925e-05
818,5-7-12-13-15,b_0000101000011010,0.5505835509904737,-0.5505835509904737,-0.5505835509904737,5,0.3125,1,0.0001220703125,0.9076,0.0,0.0,13.6,28.57550769979067,-300.0,32.55495698309335,8.340590831726405e-06,0.0,2.1094422832673925e-05
819,2-4-10-12-15,b_0101000001010010,0.5505835509904736,-0.5505835509904736,-0.5505835509904736,5,0.3125,1,0.0001220703125,0.9076,0.0,0.0,13.6,28.57550769979067,-300.0,32.55495698309335,8.340590831726405e-06,0.0,2.1094422832673925e-05
820,2-5-7-13-15,b_0100101000001010,0.5505835509904736,-0.5505835509904736,-0.5505835509904736,5,0.3125,1,0.0001220703125,0.9076,0.0,0.0,13.6,28.57550769979067,-300.0,32.55495698309335,8.340590831726403e-06,0.0,2.109442283267393e-05
821,1-3-8-12-14,b_1010000100010100,0.5504429950231206,-0.5504429950231206,-0.5504429950231206,5,0.3125,1,0.0001220703125,0.948,0.0,0.0,13.6,28.377503391736777,-300.0,32.822775316689764,8.196615684453613e-06,0.0,2.3797956845187352e-05
822,1-8-9-14-15,b_1000000110000110,0.5504429950231204,-0.5504429950231204,-0.5504429950231204,5,0.3125,1,0.0001220703125,0.948,0.0,0.0,13.6,28.377503391736777,-300.0,32.822775316689764,8.196615684453613e-06,0.0,2.3797956845187352e-05
823,3-5-9-14-16,b_0010100010000101,0.5504429950231204,-0.5504429950231204,-0.5504429950231204,5,0.3125,1,0.0001220703125,0.948,0.0,0.0,13.6,28.377503391736777,-300.0,32.822775316689764,8.196615684453614e-06,0.0,2.379795684518735e-05
824,2-3-5-12-13,b_0110100000011000,0.5504429950231202,-0.5504429950231202,-0.5504429950231202,5,0.3125,1,0.0001220703125,0.948,0.0,0.0,13.6,28.377503391736777,-300.0,32.822775316689764,8.196615684453613e-06,0.0,2.3797956845187352e-05
825,1-7-8-14,b_1000001100000100,0.5499092924036475,-0.5499092924036475,-0.5499092924036475,4,0.25,1,0.0001220703125,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
826,1-8-10-14,b_1000000101000100,0.5499092924036475,-0.5499092924036475,-0.5499092924036475,4,0.25,2,0.000244140625,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
827,2-6-12-13,b_0100010000011000,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,1,0.0001220703125,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
828,2-11-12-13,b_0100000000111000,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,5,0.0006103515625,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
829,4-5-6-15,b_0001110000000010,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,1,0.0001220703125,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
830,3-7-9-16,b_0010001010000001,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,7,0.0008544921875,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
831,3-9-10-16,b_0010000011000001,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,2,0.000244140625,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
832,1-3-8-10,b_1010000101000000,0.5494144659301501,-0.5494144659301501,-0.5494144659301501,4,0.25,1,0.0001220703125,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
833,1-7-9-14,b_1000001010000100,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,4,0.00048828125,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
834,4-6-12-15,b_0001010000010010,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,2,0.000244140625,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
835,6-12-13-15,b_0000010000011010,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,3,0.0003662109375,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
836,3-8-10-16,b_0010000101000001,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,1,0.0001220703125,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.8647164203159112e-05
837,7-9-14-16,b_0000001010000101,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,5,0.0006103515625,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
838,2-4-5-11,b_0101100000100000,0.5494144659301499,-0.5494144659301499,-0.5494144659301499,4,0.25,1,0.0001220703125,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
839,2-5-11-13,b_0100100000101000,0.5494144659301499,-0.5494144659301499,-0.5494144659301499,4,0.25,2,0.000244140625,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.8647164203159112e-05
840,4-5-6-8-13-16,b_0001110100001001,0.5493776397861938,-0.5493776397861938,-0.5493776397861938,6,0.375,1,0.0001220703125,0.9768,0.0,0.0,13.6,29.256526343294567,-300.0,32.674897303185986,9.73868884327459e-06,0.0,2.2206083019086665e-05
841,1-4-9-10-12-16,b_1001000011010001,0.5493776397861937,-0.5493776397861937,-0.5493776397861937,6,0.375,1,0.0001220703125,0.9768,0.0,0.0,13.6,29.256526343294567,-300.0,32.674897303185986,9.73868884327459e-06,0.0,2.2206083019086665e-05
842,1-3-7-13-15-16,b_1010001000001011,0.5493776397861937,-0.5493776397861937,-0.5493776397861937,6,0.375,1,0.0001220703125,0.9768,0.0,0.0,13.6,29.256526343294567,-300.0,32.674897303185986,9.73868884327459e-06,0.0,2.2206083019086665e-05
843,1-3-5-12-13-14,b_1010100000011100,0.5490933546408944,-0.5490933546408944,-0.5490933546408944,6,0.375,1,0.0001220703125,0.9688,0.0,0.0,13.6,29.276941616981947,-300.0,32.65175416437761,9.728727654525433e-06,0.0,2.1980401879413807e-05
844,1-2-4-8-9-15,b_1101000110000010,0.5490933546408944,-0.5490933546408944,-0.5490933546408944,6,0.375,1,0.0001220703125,0.9688,0.0,0.0,13.6,29.276941616981947,-300.0,32.65175416437761,9.728727654525431e-06,0.0,2.1980401879413807e-05
845,1-2-8-9-13-15,b_1100000110001010,0.5490933546408944,-0.5490933546408944,-0.5490933546408944,6,0.375,3,0.0003662109375,0.9688,0.0,0.0,13.6,29.276941616981947,-300.0,32.65175416437761,9.728727654525433e-06,0.0,2.1980401879413807e-05
846,1-3-4-5-12-14,b_1011100000010100,0.5490933546408943,-0.5490933546408943,-0.5490933546408943,6,0.375,2,0.000244140625,0.9688,0.0,0.0,13.6,29.27694161698195,-300.0,32.65175416437761,9.728727654525431e-06,0.0,2.1980401879413807e-05
847,2-4-8-9-15-16,b_0101000110000011,0.5490933546408943,-0.5490933546408943,-0.5490933546408943,6,0.375,1,0.0001220703125,0.9688,0.0,0.0,13.6,29.276941616981947,-300.0,32.65175416437761,9.728727654525433e-06,0.0,2.1980401879413807e-05
848,2-8-9-13-15-16,b_0100000110001011,0.5490933546408943,-0.5490933546408943,-0.5490933546408943,6,0.375,1,0.0001220703125,0.9688,0.0,0.0,13.6,29.276941616981947,-300.0,32.65175416437761,9.728727654525433e-06,0.0,2.1980401879413807e-05
849,1-8-11-14,b_1000000100100100,0.5485053220582612,-0.5485053220582612,-0.5485053220582612,4,0.25,1,0.0001220703125,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
850,4-5-10-15,b_0001100001000010,0.5485053220582611,-0.5485053220582611,-0.5485053220582611,4,0.25,1,0.0001220703125,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
851,3-6-9-16,b_0010010010000001,0.5485053220582611,-0.5485053220582611,-0.5485053220582611,4,0.25,2,0.000244140625,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
852,2-7-12-13,b_0100001000011000,0.548505322058261,-0.548505322058261,-0.548505322058261,4,0.25,3,0.0003662109375,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
853,1-5-8-11-13,b_1000100100101000,0.5481572606655432,-0.5481572606655432,-0.5481572606655432,5,0.3125,3,0.0003662109375,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
854,4-5-8-10-16,b_0001100101000001,0.5481572606655432,-0.5481572606655432,-0.5481572606655432,5,0.3125,1,0.0001220703125,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
855,4-6-9-12-16,b_0001010010010001,0.5481572606655432,-0.5481572606655432,-0.5481572606655432,5,0.3125,1,0.0001220703125,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
856,3-6-13-15-16,b_0010010000001011,0.5481572606655432,-0.5481572606655432,-0.5481572606655432,5,0.3125,4,0.00048828125,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
857,1-2-4-11-14,b_1101000000100100,0.548157260665543,-0.548157260665543,-0.548157260665543,5,0.3125,1,0.0001220703125,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
858,1-3-4-10-15,b_1011000001000010,0.548157260665543,-0.548157260665543,-0.548157260665543,5,0.3125,2,0.000244140625,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
859,3-8-9-14,b_0010000110000100,0.5473054110717466,-0.5473054110717466,-0.5473054110717466,4,0.25,1,0.0001220703125,0.8584,0.0,0.0,13.6,27.40413769965107,-300.0,32.18637996931669,6.664503714381795e-06,0.0,1.83778983206415e-05
860,2-5-12-15,b_0100100000010010,0.5473054110717464,-0.5473054110717464,-0.5473054110717464,4,0.25,1,0.0001220703125,0.8584,0.0,0.0,13.6,27.40413769965107,-300.0,32.18637996931669,6.664503714381795e-06,0.0,1.8377898320641503e-05
861,1-3-7-12-13,b_1010001000011000,0.5468248458035501,-0.5468248458035501,-0.5468248458035501,5,0.3125,2,0.000244140625,0.9548,0.0,0.0,13.6,28.35041210198292,-300.0,32.822856800145196,8.206576873202774e-06,0.0,2.3798914054809413e-05
862,1-4-11-12-14,b_1001000000110100,0.5468248458035501,-0.5468248458035501,-0.5468248458035501,5,0.3125,3,0.0003662109375,0.9548,0.0,0.0,13.6,28.35041210198292,-300.0,32.822856800145196,8.206576873202774e-06,0.0,2.379891405480942e-05
863,1-4-9-10-15,b_1001000011000010,0.5468248458035501,-0.5468248458035501,-0.5468248458035501,5,0.3125,1,0.0001220703125,0.9548,0.0,0.0,13.6,28.35041210198292,-300.0,32.822856800145196,8.206576873202774e-06,0.0,2.3798914054809413e-05
864,2-4-6-9-16,b_0101010010000001,0.5468248458035501,-0.5468248458035501,-0.5468248458035501,5,0.3125,3,0.0003662109375,0.9548,0.0,0.0,13.6,28.35041210198292,-300.0,32.822856800145196,8.206576873202774e-06,0.0,2.3798914054809413e-05
865,2-7-8-13-16,b_0100001100001001,0.5468248458035501,-0.5468248458035501,-0.5468248458035501,5,0.3125,2,0.000244140625,0.9548,0.0,0.0,13.6,28.35041210198292,-300.0,32.8228568001452,8.206576873202774e-06,0.0,2.3798914054809417e-05
866,1-2-9-12-14,b_1100000010010100,0.5467402352155708,-0.5467402352155708,-0.5467402352155708,5,0.3125,3,0.0003662109375,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
867,3-5-8-15-16,b_0010100100000011,0.5467402352155708,-0.5467402352155708,-0.5467402352155708,5,0.3125,2,0.000244140625,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
868,2-4-5-8-14,b_0101100100000100,0.5467402352155707,-0.5467402352155707,-0.5467402352155707,5,0.3125,3,0.0003662109375,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
869,2-5-8-13-14,b_0100100100001100,0.5467402352155707,-0.5467402352155707,-0.5467402352155707,5,0.3125,2,0.000244140625,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
870,1-3-5-8-15,b_1010100100000010,0.5467402352155707,-0.5467402352155707,-0.5467402352155707,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
871,2-9-12-14-16,b_0100000010010101,0.5467402352155707,-0.5467402352155707,-0.5467402352155707,5,0.3125,2,0.000244140625,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
872,3-4-9-12-15,b_0011000010010010,0.5467402352155706,-0.5467402352155706,-0.5467402352155706,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
873,5-8-14-15,b_0000100100000110,0.5466608248176235,-0.5466608248176235,-0.5466608248176235,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.349025574018633,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
874,2-3-9-12,b_0110000010010000,0.5466608248176232,-0.5466608248176232,-0.5466608248176232,4,0.25,4,0.00048828125,0.8952,0.0,0.0,13.6,27.349025574018633,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
875,3-5-9-15,b_0010100010000010,0.5466608248176232,-0.5466608248176232,-0.5466608248176232,4,0.25,3,0.0003662109375,0.8952,0.0,0.0,13.6,27.349025574018633,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
876,1-2-8-9-14,b_1100000110000100,0.5463918824405274,-0.5463918824405274,-0.5463918824405274,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
877,3-4-5-12-15,b_0011100000010010,0.5463918824405274,-0.5463918824405274,-0.5463918824405274,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
878,2-4-5-8-15,b_0101100100000010,0.5463918824405273,-0.5463918824405273,-0.5463918824405273,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
879,2-9-12-13-15,b_0100000010011010,0.5463918824405273,-0.5463918824405273,-0.5463918824405273,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453614e-06,0.0,2.1980401879413807e-05
880,1-2-4-9-12-14-16,b_1101000010010101,0.5463565283963485,-0.5463565283963485,-0.5463565283963485,7,0.4375,2,0.000244140625,0.9932,0.0,0.0,13.6,30.014954701665793,-300.0,32.65175416437761,1.126083962459725e-05,0.0,2.1980401879413807e-05
