rank_by_qubo_score,selected_leds,bitstring,qubo_score,qubo_energy,qaoa_qubo_energy,num_selected_leds,power_consumption_ratio,qaoa_count,qaoa_probability,coverage_rate,power_uniformity,snr_uniformity,snr_threshold_db,mean_snr_db,min_snr_db,max_snr_db,mean_received_power,min_received_power,max_received_power
15,2-4-5-14-16,b_0101100000000101,0.7064658872020116,-0.7064658872020116,-0.7064658872020116,5,0.3125,6,0.000732421875,0.9776,0.0,0.0,13.6,28.326419794866982,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.864716420315911e-05
16,2-4-9-14-16,b_0101000010000101,0.7064658872020116,-0.7064658872020116,-0.7064658872020116,5,0.3125,7,0.0008544921875,0.9776,0.0,0.0,13.6,28.32641979486698,-300.0,32.22862452989777,8.062601725929983e-06,0.0,1.864716420315911e-05
17,1-4-13-16,b_1001000000001001,0.7057651486568977,-0.7057651486568977,-0.7057651486568977,4,0.25,57,0.0069580078125,0.9904,0.0,0.0,13.6,26.678902544542517,-300.0,31.673486343500773,6.128447880287272e-06,0.0,1.5693557744997797e-05
18,1-6-8-13-16,b_1000010100001001,0.7002208400525766,-0.7002208400525766,-0.7002208400525766,5,0.3125,6,0.000732421875,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.072562914679142e-06,0.0,1.8660929932723586e-05
19,1-4-10-12-13,b_1001000001011000,0.7002208400525765,-0.7002208400525765,-0.7002208400525765,5,0.3125,4,0.00048828125,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.072562914679144e-06,0.0,1.866092993272359e-05
20,1-4-9-11-16,b_1001000010100001,0.7002208400525765,-0.7002208400525765,-0.7002208400525765,5,0.3125,2,0.000244140625,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.072562914679144e-06,0.0,1.866092993272359e-05
21,4-5-7-13-16,b_0001101000001001,0.7002208400525765,-0.7002208400525765,-0.7002208400525765,5,0.3125,4,0.00048828125,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.072562914679142e-06,0.0,1.8660929932723586e-05
22,1-3-11-13-16,b_1010000000101001,0.7002208400525765,-0.7002208400525765,-0.7002208400525765,5,0.3125,3,0.0003662109375,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.072562914679144e-06,0.0,1.866092993272359e-05
23,1-4-6-14-16,b_1001010000000101,0.7002208400525765,-0.7002208400525765,-0.7002208400525765,5,0.3125,5,0.0006103515625,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.072562914679142e-06,0.0,1.8660929932723586e-05
24,1-4-7-13-15,b_1001001000001010,0.7002208400525763,-0.7002208400525763,-0.7002208400525763,5,0.3125,3,0.0003662109375,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.07256291467914e-06,0.0,1.8660929932723586e-05
25,2-4-10-13-16,b_0101000001001001,0.7002208400525762,-0.7002208400525762,-0.7002208400525762,5,0.3125,3,0.0003662109375,0.972,0.0,0.0,13.6,28.349006211709757,-300.0,32.230746051202345,8.072562914679142e-06,0.0,1.8660929932723586e-05
26,1-7-13-16,b_1000001000001001,0.6971053677965189,-0.6971053677965189,-0.6971053677965189,4,0.25,18,0.002197265625,0.9364,0.0,0.0,13.6,27.078955742186835,-300.0,31.673486343500773,6.406436986083694e-06,0.0,1.5693557744997797e-05
27,1-4-10-16,b_1001000001000001,0.6971053677965188,-0.6971053677965188,-0.6971053677965188,4,0.25,20,0.00244140625,0.9364,0.0,0.0,13.6,27.078955742186835,-300.0,31.673486343500773,6.406436986083694e-06,0.0,1.5693557744997797e-05
28,4-6-13-16,b_0001010000001001,0.6971053677965188,-0.6971053677965188,-0.6971053677965188,4,0.25,22,0.002685546875,0.9364,0.0,0.0,13.6,27.078955742186835,-300.0,31.673486343500773,6.406436986083694e-06,0.0,1.5693557744997797e-05
29,1-4-11-13,b_1001000000101000,0.6971053677965188,-0.6971053677965188,-0.6971053677965188,4,0.25,15,0.0018310546875,0.9364,0.0,0.0,13.6,27.078955742186828,-300.0,31.673486343500773,6.406436986083694e-06,0.0,1.5693557744997797e-05
30,1-3-8-9-14-16,b_1010000110000101,0.6959615240965651,-0.6959615240965651,-0.6959615240965651,6,0.375,4,0.00048828125,0.9864,0.0,0.0,13.6,29.343585234353068,-300.0,32.22862452989777,9.728727654525433e-06,0.0,1.8647164203159112e-05
31,1-3-9-12-15,b_1010000010010010,0.6959227585511034,-0.6959227585511034,-0.6959227585511034,5,0.3125,4,0.00048828125,0.962,0.0,0.0,13.6,28.466290995042133,-300.0,32.18637996931669,8.196615684453614e-06,0.0,1.8377898320641503e-05
32,3-5-8-13-15,b_0010100100001010,0.6959227585511034,-0.6959227585511034,-0.6959227585511034,5,0.3125,1,0.0001220703125,0.962,0.0,0.0,13.6,28.466290995042133,-300.0,32.18637996931669,8.196615684453613e-06,0.0,1.83778983206415e-05
33,2-5-8-14-16,b_0100100100000101,0.6959227585511034,-0.6959227585511034,-0.6959227585511034,5,0.3125,6,0.000732421875,0.962,0.0,0.0,13.6,28.466290995042133,-300.0,32.18637996931669,8.196615684453613e-06,0.0,1.83778983206415e-05
34,2-4-9-12-14,b_0101000010010100,0.6959227585511033,-0.6959227585511033,-0.6959227585511033,5,0.3125,7,0.0008544921875,0.962,0.0,0.0,13.6,28.466290995042133,-300.0,32.18637996931669,8.196615684453613e-06,0.0,1.83778983206415e-05
35,1-3-8-9-15,b_1010000110000010,0.6955744057760601,-0.6955744057760601,-0.6955744057760601,5,0.3125,1,0.0001220703125,0.962,0.0,0.0,13.6,28.465595090415476,-300.0,32.22862452989777,8.196615684453613e-06,0.0,1.864716420315911e-05
