rank_by_qubo_score,selected_leds,bitstring,qubo_score,qubo_energy,qaoa_qubo_energy,num_selected_leds,power_consumption_ratio,qaoa_count,qaoa_probability,coverage_rate,power_uniformity,snr_uniformity,snr_threshold_db,mean_snr_db,min_snr_db,max_snr_db,mean_received_power,min_received_power,max_received_power
638,3-9-15-16,b_0010000010000011,0.5550711485070013,-0.5550711485070013,-0.5550711485070013,4,0.25,6,0.000732421875,0.8908,0.0,0.0,13.6,27.212440259053253,-300.0,32.65175416437761,6.530489755858164e-06,0.0,2.1980401879413807e-05
639,2-9-12-13,b_0100000010011000,0.5550711485070012,-0.5550711485070012,-0.5550711485070012,4,0.25,3,0.0003662109375,0.8908,0.0,0.0,13.6,27.212440259053253,-300.0,32.65175416437761,6.530489755858165e-06,0.0,2.1980401879413807e-05
640,2-12-13-14,b_0100000000011100,0.5550711485070012,-0.5550711485070012,-0.5550711485070012,4,0.25,5,0.0006103515625,0.8908,0.0,0.0,13.6,27.212440259053253,-300.0,32.65175416437761,6.530489755858165e-06,0.0,2.1980401879413807e-05
641,3-4-5-15,b_0011100000000010,0.5550711485070012,-0.5550711485070012,-0.5550711485070012,4,0.25,5,0.0006103515625,0.8908,0.0,0.0,13.6,27.212440259053253,-300.0,32.65175416437761,6.530489755858165e-06,0.0,2.1980401879413807e-05
642,4-5-8-15,b_0001100100000010,0.5550711485070012,-0.5550711485070012,-0.5550711485070012,4,0.25,4,0.00048828125,0.8908,0.0,0.0,13.6,27.212440259053253,-300.0,32.65175416437761,6.530489755858164e-06,0.0,2.1980401879413807e-05
643,5-12-14,b_0000100000010100,0.5539443265613534,-0.5539443265613534,-0.5539443265613534,3,0.1875,15,0.0018310546875,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786347e-06,0.0,1.5662693731605117e-05
644,8-9-15,b_0000000110000010,0.5539443265613534,-0.5539443265613534,-0.5539443265613534,3,0.1875,13,0.0015869140625,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786346e-06,0.0,1.5662693731605117e-05
645,2-8-9,b_0100000110000000,0.5539443265613533,-0.5539443265613533,-0.5539443265613533,3,0.1875,11,0.0013427734375,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786347e-06,0.0,1.5662693731605117e-05
646,3-5-12,b_0010100000010000,0.5539443265613533,-0.5539443265613533,-0.5539443265613533,3,0.1875,15,0.0018310546875,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786347e-06,0.0,1.5662693731605117e-05
647,3-5-14,b_0010100000000100,0.5539443265613533,-0.5539443265613533,-0.5539443265613533,3,0.1875,16,0.001953125,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786347e-06,0.0,1.5662693731605117e-05
648,3-12-14,b_0010000000010100,0.5539443265613533,-0.5539443265613533,-0.5539443265613533,3,0.1875,9,0.0010986328125,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786347e-06,0.0,1.5662693731605117e-05
649,2-8-15,b_0100000100000010,0.5539443265613533,-0.5539443265613533,-0.5539443265613533,3,0.1875,20,0.00244140625,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786347e-06,0.0,1.5662693731605117e-05
650,2-9-15,b_0100000010000010,0.5539443265613533,-0.5539443265613533,-0.5539443265613533,3,0.1875,7,0.0008544921875,0.8036,0.0,0.0,13.6,25.91361073744874,-300.0,31.666445340211013,4.998377785786347e-06,0.0,1.5662693731605117e-05
651,1-7-8-13,b_1000001100001000,0.5539032946288781,-0.5539032946288781,-0.5539032946288781,4,0.25,3,0.0003662109375,0.866,0.0,0.0,13.6,27.239504618944757,-300.0,32.64805085556692,6.5404509446073246e-06,0.0,2.1944813686791023e-05
652,2-6-13-16,b_0100010000001001,0.553903294628878,-0.553903294628878,-0.553903294628878,4,0.25,1,0.0001220703125,0.866,0.0,0.0,13.6,27.239504618944757,-300.0,32.64805085556692,6.5404509446073246e-06,0.0,2.1944813686791023e-05
653,3-7-13-16,b_0010001000001001,0.553903294628878,-0.553903294628878,-0.553903294628878,4,0.25,2,0.000244140625,0.866,0.0,0.0,13.6,27.239504618944757,-300.0,32.64805085556692,6.5404509446073246e-06,0.0,2.1944813686791023e-05
654,1-11-12-13,b_1000000000111000,0.553903294628878,-0.553903294628878,-0.553903294628878,4,0.25,5,0.0006103515625,0.866,0.0,0.0,13.6,27.239504618944753,-300.0,32.64805085556692,6.5404509446073246e-06,0.0,2.1944813686791023e-05
655,1-4-10-14,b_1001000001000100,0.553903294628878,-0.553903294628878,-0.553903294628878,4,0.25,2,0.000244140625,0.866,0.0,0.0,13.6,27.239504618944753,-300.0,32.64805085556692,6.5404509446073246e-06,0.0,2.1944813686791023e-05
656,1-4-11-15,b_1001000000100010,0.553903294628878,-0.553903294628878,-0.553903294628878,4,0.25,2,0.000244140625,0.866,0.0,0.0,13.6,27.239504618944753,-300.0,32.64805085556692,6.540450944607324e-06,0.0,2.1944813686791023e-05
657,4-5-6-16,b_0001110000000001,0.553903294628878,-0.553903294628878,-0.553903294628878,4,0.25,1,0.0001220703125,0.866,0.0,0.0,13.6,27.239504618944753,-300.0,32.64805085556692,6.540450944607324e-06,0.0,2.1944813686791023e-05
658,4-9-10-16,b_0001000011000001,0.5539032946288779,-0.5539032946288779,-0.5539032946288779,4,0.25,5,0.0006103515625,0.866,0.0,0.0,13.6,27.239504618944753,-300.0,32.64805085556692,6.5404509446073246e-06,0.0,2.1944813686791023e-05
659,1-6-13-15,b_1000010000001010,0.5527880738813222,-0.5527880738813222,-0.5527880738813222,4,0.25,3,0.0003662109375,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088732e-05
660,1-3-10-13,b_1010000001001000,0.5527880738813221,-0.5527880738813221,-0.5527880738813221,4,0.25,4,0.00048828125,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.5404509446073246e-06,0.0,1.8433277489088732e-05
661,8-10-13-16,b_0000000101001001,0.5527880738813221,-0.5527880738813221,-0.5527880738813221,4,0.25,5,0.0006103515625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.5404509446073246e-06,0.0,1.8433277489088732e-05
662,1-4-7-9,b_1001001010000000,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,2,0.000244140625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.5404509446073246e-06,0.0,1.8433277489088732e-05
663,1-4-6-12,b_1001010000010000,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,2,0.000244140625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088732e-05
664,2-4-11-16,b_0101000000100001,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,2,0.000244140625,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088735e-05
665,5-11-13-16,b_0000100000101001,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,1,0.0001220703125,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088735e-05
666,4-7-14-16,b_0001001000000101,0.552788073881322,-0.552788073881322,-0.552788073881322,4,0.25,4,0.00048828125,0.81,0.0,0.0,13.6,27.42495070525564,-300.0,32.195185697334516,6.540450944607324e-06,0.0,1.8433277489088732e-05
667,1-7-13,b_1000001000001000,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,17,0.0020751953125,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
668,1-11-13,b_1000000000101000,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,20,0.00244140625,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
669,4-6-16,b_0001010000000001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,13,0.0015869140625,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
670,4-10-16,b_0001000001000001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,16,0.001953125,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
671,6-13-16,b_0000010000001001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,12,0.00146484375,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
672,7-13-16,b_0000001000001001,0.5527661664765624,-0.5527661664765624,-0.5527661664765624,3,0.1875,17,0.0020751953125,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
673,1-4-10,b_1001000001000000,0.5527661664765623,-0.5527661664765623,-0.5527661664765623,3,0.1875,14,0.001708984375,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
674,1-4-11,b_1001000000100000,0.5527661664765623,-0.5527661664765623,-0.5527661664765623,3,0.1875,25,0.0030517578125,0.7924,0.0,0.0,13.6,25.745772369193652,-300.0,31.673486343500773,4.874325016011876e-06,0.0,1.5693557744997797e-05
675,2-8-9-12,b_0100000110010000,0.551622285139161,-0.551622285139161,-0.551622285139161,4,0.25,1,0.0001220703125,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
676,5-8-12-14,b_0000100100010100,0.551622285139161,-0.551622285139161,-0.551622285139161,4,0.25,3,0.0003662109375,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381796e-06,0.0,2.1980428292678093e-05
677,5-8-9-15,b_0000100110000010,0.551622285139161,-0.551622285139161,-0.551622285139161,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
678,3-5-9-12,b_0010100010010000,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,4,0.00048828125,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
679,2-3-12-14,b_0110000000010100,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,5,0.0006103515625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381796e-06,0.0,2.1980428292678093e-05
680,3-5-14-15,b_0010100000000110,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
681,2-8-14-15,b_0100000100000110,0.5516222851391609,-0.5516222851391609,-0.5516222851391609,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
682,2-3-9-15,b_0110000010000010,0.5516222851391608,-0.5516222851391608,-0.5516222851391608,4,0.25,2,0.000244140625,0.8952,0.0,0.0,13.6,27.351701248673507,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
683,1-4-9-12-14-15,b_1001000010010110,0.5507528678885234,-0.5507528678885234,-0.5507528678885234,6,0.375,1,0.0001220703125,0.9864,0.0,0.0,13.6,29.21481587330611,-300.0,32.90165310177189,9.728727654525433e-06,0.0,2.477290039005985e-05
684,6-8-13-15-16,b_0000010100001011,0.5507100155758661,-0.5507100155758661,-0.5507100155758661,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
685,1-3-5-11-13,b_1010100000101000,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
686,2-4-8-10-16,b_0101000101000001,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
687,5-7-13-14-16,b_0000101000001101,0.550710015575866,-0.550710015575866,-0.550710015575866,5,0.3125,1,0.0001220703125,0.906,0.0,0.0,13.6,28.49959526830076,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
688,2-5-8-15-16,b_0100100100000011,0.5506322370764543,-0.5506322370764543,-0.5506322370764543,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
689,1-2-9-12-15,b_1100000010010010,0.5506322370764541,-0.5506322370764541,-0.5506322370764541,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.444374235248873,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
690,1-3-5-12-15,b_1010100000010010,0.5506322370764541,-0.5506322370764541,-0.5506322370764541,5,0.3125,4,0.00048828125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
691,3-8-9-13-15,b_0010000110001010,0.5506322370764541,-0.5506322370764541,-0.5506322370764541,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453614e-06,0.0,2.1980401879413807e-05
692,2-4-8-9-14,b_0101000110000100,0.550632237076454,-0.550632237076454,-0.550632237076454,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
693,3-4-9-12-14,b_0011000010010100,0.550632237076454,-0.550632237076454,-0.550632237076454,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.44437423524887,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
694,1-3-9-11-14,b_1010000010100100,0.5505835509904737,-0.5505835509904737,-0.5505835509904737,5,0.3125,1,0.0001220703125,0.9076,0.0,0.0,13.6,28.57550769979067,-300.0,32.55495698309335,8.340590831726403e-06,0.0,2.1094422832673925e-05
695,1-3-8-12-14,b_1010000100010100,0.5504429950231206,-0.5504429950231206,-0.5504429950231206,5,0.3125,1,0.0001220703125,0.948,0.0,0.0,13.6,28.377503391736777,-300.0,32.822775316689764,8.196615684453613e-06,0.0,2.3797956845187352e-05
696,2-8-12-13-15,b_0100000100011010,0.5504429950231204,-0.5504429950231204,-0.5504429950231204,5,0.3125,2,0.000244140625,0.948,0.0,0.0,13.6,28.377503391736777,-300.0,32.822775316689764,8.196615684453614e-06,0.0,2.3797956845187345e-05
697,1-8-10-14,b_1000000101000100,0.5499092924036475,-0.5499092924036475,-0.5499092924036475,4,0.25,3,0.0003662109375,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
698,2-11-12-13,b_0100000000111000,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,2,0.000244140625,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
699,4-5-6-15,b_0001110000000010,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,1,0.0001220703125,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
700,4-5-11-15,b_0001100000100010,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,1,0.0001220703125,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
701,3-9-10-16,b_0010000011000001,0.5499092924036473,-0.5499092924036473,-0.5499092924036473,4,0.25,2,0.000244140625,0.8832,0.0,0.0,13.6,27.3681776935428,-300.0,32.64805085556692,6.674464903130955e-06,0.0,2.1944813686791023e-05
702,1-3-8-10,b_1010000101000000,0.5494144659301501,-0.5494144659301501,-0.5494144659301501,4,0.25,1,0.0001220703125,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
703,1-7-9-14,b_1000001010000100,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,3,0.0003662109375,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
704,4-6-12-15,b_0001010000010010,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,3,0.0003662109375,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
705,6-12-13-15,b_0000010000011010,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,2,0.000244140625,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
706,3-8-10-16,b_0010000101000001,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,1,0.0001220703125,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.8647164203159112e-05
707,7-9-14-16,b_0000001010000101,0.54941446593015,-0.54941446593015,-0.54941446593015,4,0.25,3,0.0003662109375,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
708,2-4-5-11,b_0101100000100000,0.5494144659301499,-0.5494144659301499,-0.5494144659301499,4,0.25,2,0.000244140625,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.864716420315911e-05
709,2-5-11-13,b_0100100000101000,0.5494144659301499,-0.5494144659301499,-0.5494144659301499,4,0.25,3,0.0003662109375,0.8336,0.0,0.0,13.6,27.509321751591017,-300.0,32.22862452989777,6.674464903130955e-06,0.0,1.8647164203159112e-05
710,1-4-9-11-12-13,b_1001000010111000,0.5493776397861936,-0.5493776397861936,-0.5493776397861936,6,0.375,1,0.0001220703125,0.9768,0.0,0.0,13.6,29.256526343294567,-300.0,32.674897303185986,9.738688843274592e-06,0.0,2.2206083019086672e-05
711,3-5-12-13-14-16,b_0010100000011101,0.5490933546408943,-0.5490933546408943,-0.5490933546408943,6,0.375,1,0.0001220703125,0.9688,0.0,0.0,13.6,29.27694161698195,-300.0,32.65175416437761,9.728727654525433e-06,0.0,2.1980401879413807e-05
712,1-8-11-14,b_1000000100100100,0.5485053220582612,-0.5485053220582612,-0.5485053220582612,4,0.25,4,0.00048828125,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
713,4-5-10-15,b_0001100001000010,0.5485053220582611,-0.5485053220582611,-0.5485053220582611,4,0.25,1,0.0001220703125,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
714,3-6-9-16,b_0010010010000001,0.5485053220582611,-0.5485053220582611,-0.5485053220582611,4,0.25,2,0.000244140625,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
715,2-7-12-13,b_0100001000011000,0.548505322058261,-0.548505322058261,-0.548505322058261,4,0.25,1,0.0001220703125,0.894,0.0,0.0,13.6,27.354689499038845,-300.0,32.50341913452135,6.674464903130955e-06,0.0,2.065715585925431e-05
716,1-5-8-11-13,b_1000100100101000,0.5481572606655432,-0.5481572606655432,-0.5481572606655432,5,0.3125,2,0.000244140625,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
717,4-6-9-12-16,b_0001010010010001,0.5481572606655432,-0.5481572606655432,-0.5481572606655432,5,0.3125,1,0.0001220703125,0.9152,0.0,0.0,13.6,28.47088155046556,-300.0,32.65175416437761,8.206576873202774e-06,0.0,2.1980401879413807e-05
718,3-8-9-14,b_0010000110000100,0.5473054110717466,-0.5473054110717466,-0.5473054110717466,4,0.25,4,0.00048828125,0.8584,0.0,0.0,13.6,27.40413769965107,-300.0,32.18637996931669,6.664503714381795e-06,0.0,1.83778983206415e-05
719,2-5-12-15,b_0100100000010010,0.5473054110717464,-0.5473054110717464,-0.5473054110717464,4,0.25,2,0.000244140625,0.8584,0.0,0.0,13.6,27.40413769965107,-300.0,32.18637996931669,6.664503714381795e-06,0.0,1.8377898320641503e-05
720,1-8-11-13-15,b_1000000100101010,0.5468248458035502,-0.5468248458035502,-0.5468248458035502,5,0.3125,1,0.0001220703125,0.9548,0.0,0.0,13.6,28.35041210198292,-300.0,32.8228568001452,8.206576873202774e-06,0.0,2.3798914054809417e-05
721,2-5-8-13-14,b_0100100100001100,0.5467402352155707,-0.5467402352155707,-0.5467402352155707,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
722,1-3-5-8-15,b_1010100100000010,0.5467402352155707,-0.5467402352155707,-0.5467402352155707,5,0.3125,2,0.000244140625,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
723,2-9-12-14-16,b_0100000010010101,0.5467402352155707,-0.5467402352155707,-0.5467402352155707,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
724,3-4-9-12-15,b_0011000010010010,0.5467402352155706,-0.5467402352155706,-0.5467402352155706,5,0.3125,2,0.000244140625,0.9136,0.0,0.0,13.6,28.440221979545576,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
725,2-8-12-14,b_0100000100010100,0.5466608248176235,-0.5466608248176235,-0.5466608248176235,4,0.25,3,0.0003662109375,0.8952,0.0,0.0,13.6,27.349025574018633,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
726,2-3-9-12,b_0110000010010000,0.5466608248176232,-0.5466608248176232,-0.5466608248176232,4,0.25,5,0.0006103515625,0.8952,0.0,0.0,13.6,27.349025574018633,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
727,3-5-9-15,b_0010100010000010,0.5466608248176232,-0.5466608248176232,-0.5466608248176232,4,0.25,4,0.00048828125,0.8952,0.0,0.0,13.6,27.349025574018633,-300.0,32.6517569074398,6.664503714381795e-06,0.0,2.1980428292678093e-05
728,3-9-12-14-16,b_0010000010010101,0.5463918824405275,-0.5463918824405275,-0.5463918824405275,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
729,3-8-9-15-16,b_0010000110000011,0.5463918824405275,-0.5463918824405275,-0.5463918824405275,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
730,1-3-5-8-14,b_1010100100000100,0.5463918824405274,-0.5463918824405274,-0.5463918824405274,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
731,3-4-5-12-15,b_0011100000010010,0.5463918824405274,-0.5463918824405274,-0.5463918824405274,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
732,2-4-5-8-15,b_0101100100000010,0.5463918824405273,-0.5463918824405273,-0.5463918824405273,5,0.3125,1,0.0001220703125,0.9136,0.0,0.0,13.6,28.439361202740997,-300.0,32.65175416437761,8.196615684453613e-06,0.0,2.1980401879413807e-05
733,1-7-11-13,b_1000001000101000,0.5454262767945781,-0.5454262767945781,-0.5454262767945781,4,0.25,2,0.000244140625,0.8712,0.0,0.0,13.6,27.3905273963295,-300.0,32.648049234036684,6.684426091880116e-06,0.0,2.194479813533133e-05
734,4-6-10-16,b_0001010001000001,0.5454262767945781,-0.5454262767945781,-0.5454262767945781,4,0.25,1,0.0001220703125,0.8712,0.0,0.0,13.6,27.3905273963295,-300.0,32.648049234036684,6.684426091880115e-06,0.0,2.194479813533133e-05
735,1-4-10-11,b_1001000001100000,0.545426276794578,-0.545426276794578,-0.545426276794578,4,0.25,3,0.0003662109375,0.8712,0.0,0.0,13.6,27.3905273963295,-300.0,32.648049234036684,6.684426091880115e-06,0.0,2.194479813533133e-05
736,6-7-13-16,b_0000011000001001,0.545426276794578,-0.545426276794578,-0.545426276794578,4,0.25,2,0.000244140625,0.8712,0.0,0.0,13.6,27.3905273963295,-300.0,32.648049234036684,6.684426091880115e-06,0.0,2.194479813533133e-05
737,1-6-8-9-14-16,b_1000010110000101,0.5450676764048183,-0.5450676764048183,-0.5450676764048183,6,0.375,1,0.0001220703125,0.9652,0.0,0.0,13.6,29.363212618452778,-300.0,32.65135050483953,9.872702801798222e-06,0.0,2.1976515850017915e-05
738,1-8-9-12,b_1000000110010000,0.5433761454488362,-0.5433761454488362,-0.5433761454488362,4,0.25,4,0.00048828125,0.8968,0.0,0.0,13.6,27.21831500252251,-300.0,32.6517569074398,6.530489755858164e-06,0.0,2.1980428292678093e-05
739,5-8-12-13,b_0000100100011000,0.5433761454488361,-0.5433761454488361,-0.5433761454488361,4,0.25,1,0.0001220703125,0.8968,0.0,0.0,13.6,27.218315002522516,-300.0,32.6517569074398,6.530489755858164e-06,0.0,2.1980428292678093e-05
740,5-8-9-16,b_0000100110000001,0.5433761454488361,-0.5433761454488361,-0.5433761454488361,4,0.25,3,0.0003662109375,0.8968,0.0,0.0,13.6,27.218315002522516,-300.0,32.6517569074398,6.530489755858165e-06,0.0,2.1980428292678093e-05
741,1-3-14-15,b_1010000000000110,0.5433761454488361,-0.5433761454488361,-0.5433761454488361,4,0.25,8,0.0009765625,0.8968,0.0,0.0,13.6,27.21831500252251,-300.0,32.6517569074398,6.530489755858165e-06,0.0,2.1980428292678093e-05
742,4-5-9-12,b_0001100010010000,0.543376145448836,-0.543376145448836,-0.543376145448836,4,0.25,6,0.000732421875,0.8968,0.0,0.0,13.6,27.218315002522516,-300.0,32.6517569074398,6.530489755858164e-06,0.0,2.1980428292678093e-05
743,2-3-13-15,b_0110000000001010,0.543376145448836,-0.543376145448836,-0.543376145448836,4,0.25,2,0.000244140625,0.8968,0.0,0.0,13.6,27.218315002522516,-300.0,32.6517569074398,6.530489755858165e-06,0.0,2.1980428292678093e-05
744,2-3-14-16,b_0110000000000101,0.543376145448836,-0.543376145448836,-0.543376145448836,4,0.25,1,0.0001220703125,0.8968,0.0,0.0,13.6,27.218315002522516,-300.0,32.6517569074398,6.530489755858164e-06,0.0,2.1980428292678093e-05
745,2-4-14-15,b_0101000000000110,0.5433761454488358,-0.5433761454488358,-0.5433761454488358,4,0.25,2,0.000244140625,0.8968,0.0,0.0,13.6,27.218315002522516,-300.0,32.6517569074398,6.530489755858164e-06,0.0,2.1980428292678093e-05
